광역시도,시군구,행정구,구분,인구수,0 - 4세,5 - 9세,10 - 14세,15 - 19세,20 - 24세,25 - 29세,30 - 34세,35 - 39세,40 - 44세,45 - 49세,50 - 54세,55 - 59세,60 - 64세,65 - 69세,70 - 74세,75 - 79세,80세 이상,80 - 84세,85세 이상,85 - 89세,90 - 94세,95 - 99세,100세 이상
전국,소계,,계,51349259 ,1760638 ,2305389 ,2314984 ,2551013 ,3272265 ,3505180 ,3130579 ,3786438 ,3863755 ,4380758 ,4331294 ,4207585 ,3804710 ,2635592 ,2000709 ,1602663 ,1895712 ,1110912 ,784800 ,549651 ,188044 ,41269 ,5838 
전국,소계,,남자,25606081 ,903178 ,1182551 ,1192977 ,1325906 ,1709726 ,1852731 ,1623892 ,1933536 ,1962337 ,2224690 ,2184220 ,2115455 ,1878930 ,1271780 ,934280 ,682115 ,627781 ,413380 ,214401 ,163454 ,42102 ,7951 ,895 
전국,소계,,여자,25743179 ,857460 ,1122838 ,1122008 ,1225107 ,1562539 ,1652449 ,1506688 ,1852902 ,1901418 ,2156068 ,2147074 ,2092130 ,1925780 ,1363813 ,1066429 ,920548 ,1267931 ,697532 ,570399 ,386197 ,145942 ,33318 ,4943 
서울특별시,소계,,계,9533412 ,285507 ,356876 ,369851 ,427350 ,631878 ,816546 ,719526 ,756788 ,714459 ,801399 ,762280 ,732788 ,689251 ,496050 ,385834 ,289717 ,297316 ,178206 ,119110 ,81872 ,29510 ,6769 ,961 
서울특별시,소계,,남자,4642653 ,146912 ,182974 ,190281 ,219321 ,303776 ,402081 ,359045 ,379353 ,353614 ,396806 ,375169 ,356333 ,326997 ,233225 ,177616 ,130498 ,108657 ,72558 ,36099 ,26993 ,7379 ,1550 ,178 
서울특별시,소계,,여자,4890760 ,138596 ,173902 ,179570 ,208030 ,328102 ,414466 ,360482 ,377436 ,360845 ,404593 ,387111 ,376455 ,362254 ,262825 ,208218 ,159219 ,188659 ,105648 ,83011 ,54879 ,22131 ,5219 ,783 
서울특별시, 종로구,,계,144866 ,3309 ,4549 ,5120 ,6182 ,10602 ,12668 ,9995 ,9796 ,9650 ,12221 ,12287 ,12160 ,10735 ,7637 ,6245 ,5450 ,6265 ,3682 ,2583 ,1749 ,639 ,169 ,26 
서울특별시, 종로구,,남자,70613 ,1668 ,2297 ,2575 ,3099 ,4976 ,6526 ,5005 ,4820 ,4636 ,5993 ,6072 ,6180 ,5409 ,3744 ,2842 ,2369 ,2406 ,1517 ,889 ,642 ,189 ,52 ,6 
서울특별시, 종로구,,여자,74253 ,1641 ,2252 ,2545 ,3083 ,5627 ,6142 ,4991 ,4976 ,5014 ,6228 ,6215 ,5981 ,5326 ,3893 ,3403 ,3081 ,3859 ,2165 ,1694 ,1107 ,451 ,117 ,20 
서울특별시, 중구,,계,121520 ,3483 ,3611 ,3093 ,3869 ,7605 ,10768 ,10031 ,10051 ,8465 ,9184 ,9864 ,10108 ,9512 ,6872 ,5475 ,4501 ,5030 ,2904 ,2126 ,1429 ,558 ,124 ,16 
서울특별시, 중구,,남자,59536 ,1772 ,1852 ,1550 ,1976 ,3543 ,5289 ,4981 ,5051 ,4376 ,4636 ,5005 ,5127 ,4782 ,3380 ,2523 ,1943 ,1754 ,1125 ,629 ,439 ,153 ,32 ,6 
서울특별시, 중구,,여자,61984 ,1711 ,1760 ,1543 ,1894 ,4062 ,5479 ,5050 ,5001 ,4089 ,4549 ,4860 ,4981 ,4730 ,3492 ,2952 ,2559 ,3276 ,1779 ,1497 ,990 ,405 ,92 ,11 
서울특별시, 용산구,,계,219404 ,6548 ,7216 ,7168 ,8648 ,13540 ,19187 ,18519 ,18788 ,16188 ,18255 ,17808 ,16916 ,15452 ,10694 ,8500 ,7238 ,8741 ,5102 ,3640 ,2464 ,904 ,238 ,34 
서울특별시, 용산구,,남자,106237 ,3393 ,3725 ,3611 ,4453 ,6361 ,9328 ,9239 ,9405 ,7951 ,8971 ,8800 ,8404 ,7545 ,5085 ,3809 ,3056 ,3105 ,1950 ,1155 ,846 ,229 ,74 ,6 
서울특별시, 용산구,,여자,113167 ,3156 ,3491 ,3557 ,4195 ,7180 ,9860 ,9280 ,9383 ,8237 ,9285 ,9008 ,8512 ,7907 ,5609 ,4691 ,4182 ,5637 ,3152 ,2485 ,1618 ,675 ,164 ,28 
서울특별시, 성동구,,계,291841 ,10620 ,10585 ,9310 ,11203 ,19866 ,25368 ,23851 ,25563 ,21810 ,23378 ,23434 ,23143 ,20782 ,14025 ,11034 ,8845 ,9028 ,5547 ,3482 ,2455 ,821 ,178 ,28 
서울특별시, 성동구,,남자,142673 ,5462 ,5382 ,4735 ,5521 ,9628 ,12760 ,11445 ,12877 ,11092 ,11583 ,11614 ,11589 ,10243 ,6673 ,4992 ,3866 ,3214 ,2155 ,1060 ,799 ,207 ,48 ,7 
서울특별시, 성동구,,여자,149168 ,5158 ,5203 ,4575 ,5682 ,10238 ,12608 ,12406 ,12686 ,10719 ,11795 ,11820 ,11554 ,10539 ,7352 ,6043 ,4979 ,5814 ,3392 ,2422 ,1657 ,614 ,131 ,21 
서울특별시, 광진구,,계,343783 ,9107 ,11488 ,12259 ,14399 ,26070 ,35975 ,29172 ,27355 ,24710 ,27864 ,27568 ,26348 ,24044 ,16401 ,12294 ,9299 ,9434 ,5781 ,3654 ,2530 ,876 ,207 ,41 
서울특별시, 광진구,,남자,166230 ,4654 ,5881 ,6280 ,7312 ,11947 ,17355 ,14389 ,13566 ,12209 ,13683 ,13316 ,12909 ,11467 ,7793 ,5713 ,4249 ,3512 ,2388 ,1124 ,834 ,239 ,45 ,7 
서울특별시, 광진구,,여자,177554 ,4454 ,5608 ,5980 ,7088 ,14123 ,18620 ,14784 ,13789 ,12501 ,14182 ,14252 ,13439 ,12578 ,8608 ,6581 ,5050 ,5922 ,3393 ,2530 ,1697 ,637 ,163 ,34 
서울특별시, 동대문구,,계,337801 ,9990 ,11437 ,11100 ,13225 ,25595 ,29694 ,24184 ,26078 ,24010 ,26403 ,26376 ,26082 ,25502 ,18789 ,15062 ,12222 ,12056 ,7391 ,4665 ,3318 ,1046 ,263 ,39 
서울특별시, 동대문구,,남자,167564 ,5116 ,5887 ,5681 ,6639 ,12008 ,15685 ,12562 ,13440 ,12426 ,13549 ,13324 ,12985 ,12405 ,8979 ,6904 ,5421 ,4557 ,3064 ,1493 ,1130 ,285 ,71 ,8 
서울특별시, 동대문구,,여자,170237 ,4874 ,5550 ,5419 ,6586 ,13588 ,14010 ,11622 ,12638 ,11584 ,12854 ,13052 ,13097 ,13097 ,9810 ,8158 ,6802 ,7499 ,4327 ,3172 ,2188 ,761 ,193 ,32 
서울특별시, 중랑구,,계,390233 ,11147 ,12723 ,12421 ,15135 ,23984 ,31890 ,28443 ,29818 ,26968 ,30631 ,33613 ,35135 ,32694 ,22863 ,17331 ,13002 ,12440 ,7672 ,4769 ,3326 ,1151 ,256 ,36 
서울특별시, 중랑구,,남자,193106 ,5759 ,6560 ,6346 ,7734 ,12031 ,15796 ,14491 ,15577 ,14147 ,15539 ,16485 ,17306 ,15934 ,11021 ,8019 ,5838 ,4528 ,3179 ,1349 ,1046 ,252 ,49 ,3 
서울특별시, 중랑구,,여자,197128 ,5388 ,6163 ,6076 ,7401 ,11953 ,16094 ,13953 ,14241 ,12821 ,15092 ,17128 ,17830 ,16760 ,11843 ,9313 ,7164 ,7912 ,4493 ,3420 ,2280 ,900 ,208 ,33 
서울특별시, 성북구,,계,432206 ,12937 ,16942 ,17406 ,20579 ,32047 ,34142 ,28191 ,32090 ,31746 ,38196 ,35425 ,32450 ,30548 ,21966 ,17793 ,14645 ,15108 ,9286 ,5822 ,4040 ,1444 ,302 ,37 
서울특별시, 성북구,,남자,209002 ,6641 ,8637 ,8954 ,10433 ,14747 ,17334 ,14031 ,15953 ,15679 ,18857 ,17626 ,15742 ,14438 ,10273 ,7773 ,6362 ,5525 ,3718 ,1807 ,1386 ,352 ,62 ,8 
서울특별시, 성북구,,여자,223205 ,6296 ,8305 ,8453 ,10146 ,17301 ,16808 ,14160 ,16137 ,16067 ,19339 ,17799 ,16708 ,16110 ,11693 ,10020 ,8283 ,9584 ,5568 ,4016 ,2655 ,1092 ,240 ,29 
서울특별시, 강북구,,계,305512 ,7144 ,9409 ,10145 ,12602 ,19882 ,22976 ,18575 ,20838 ,21075 ,25765 ,25879 ,26042 ,25091 ,18882 ,16002 ,13171 ,12038 ,7678 ,4360 ,3051 ,1037 ,246 ,26 
서울특별시, 강북구,,남자,148977 ,3669 ,4884 ,5222 ,6486 ,9448 ,11620 ,9712 ,10992 ,10902 ,13046 ,12658 ,12590 ,11906 ,8609 ,6946 ,5734 ,4556 ,3144 ,1413 ,1069 ,282 ,58 ,5 
서울특별시, 강북구,,여자,156535 ,3475 ,4526 ,4924 ,6116 ,10434 ,11356 ,8863 ,9847 ,10174 ,12719 ,13221 ,13452 ,13185 ,10273 ,9056 ,7437 ,7482 ,4535 ,2948 ,1983 ,756 ,188 ,22 
서울특별시, 도봉구,,계,325050 ,8516 ,11182 ,11793 ,14777 ,20811 ,23066 ,19396 ,22360 ,21936 ,27131 ,28236 ,28558 ,28136 ,19603 ,14988 ,12010 ,12557 ,7531 ,5026 ,3487 ,1231 ,265 ,43 
서울특별시, 도봉구,,남자,158708 ,4444 ,5746 ,6060 ,7619 ,10562 ,11850 ,9931 ,11420 ,11002 ,13253 ,13402 ,13571 ,13369 ,9489 ,6999 ,5415 ,4579 ,3043 ,1537 ,1129 ,333 ,64 ,12 
서울특별시, 도봉구,,여자,166343 ,4072 ,5436 ,5733 ,7159 ,10249 ,11216 ,9465 ,10940 ,10935 ,13878 ,14834 ,14987 ,14767 ,10114 ,7989 ,6595 ,7978 ,4489 ,3489 ,2359 ,898 ,201 ,32 
서울특별시, 노원구,,계,522235 ,14383 ,20055 ,24379 ,30486 ,38164 ,35323 ,30143 ,35290 ,38354 ,48708 ,45804 ,41257 ,38306 ,27039 ,20473 ,16055 ,18020 ,10549 ,7471 ,5194 ,1813 ,414 ,50 
서울특별시, 노원구,,남자,252410 ,7386 ,10320 ,12683 ,15835 ,19510 ,18336 ,15114 ,17460 ,18318 ,23153 ,22293 ,19824 ,17803 ,12668 ,9086 ,6658 ,5967 ,3863 ,2104 ,1558 ,447 ,92 ,7 
서울특별시, 노원구,,여자,269826 ,6997 ,9736 ,11696 ,14652 ,18655 ,16987 ,15029 ,17830 ,20036 ,25556 ,23511 ,21433 ,20503 ,14371 ,11387 ,9397 ,12054 ,6686 ,5368 ,3636 ,1367 ,322 ,43 
서울특별시, 은평구,,계,471906 ,13567 ,17096 ,18061 ,21493 ,29568 ,36466 ,31944 ,36499 ,35223 ,40886 ,38488 ,37116 ,35506 ,25715 ,21022 ,16630 ,16631 ,10437 ,6194 ,4346 ,1487 ,324 ,38 
서울특별시, 은평구,,남자,227029 ,6907 ,8792 ,9280 ,10950 ,14474 ,17554 ,15605 ,18358 ,17496 ,20074 ,18684 ,17606 ,16594 ,11687 ,9333 ,7316 ,6325 ,4322 ,2003 ,1513 ,403 ,80 ,8 
서울특별시, 은평구,,여자,244877 ,6660 ,8304 ,8781 ,10543 ,15094 ,18912 ,16339 ,18141 ,17727 ,20813 ,19804 ,19510 ,18912 ,14028 ,11689 ,9315 ,10307 ,6115 ,4192 ,2833 ,1085 ,244 ,31 
서울특별시, 서대문구,,계,304074 ,9252 ,10997 ,10819 ,13182 ,22332 ,26807 ,21463 ,22908 ,21606 ,25117 ,24571 ,23312 ,21262 ,15104 ,12690 ,10763 ,11893 ,7323 ,4570 ,3187 ,1096 ,246 ,43 
서울특별시, 서대문구,,남자,145927 ,4820 ,5527 ,5459 ,6607 ,10237 ,13479 ,10688 ,11350 ,10723 ,12395 ,11928 ,11240 ,10103 ,6990 ,5462 ,4551 ,4372 ,2915 ,1458 ,1100 ,305 ,47 ,7 
서울특별시, 서대문구,,여자,158147 ,4432 ,5471 ,5361 ,6576 ,12095 ,13328 ,10776 ,11558 ,10883 ,12722 ,12644 ,12072 ,11159 ,8114 ,7228 ,6213 ,7521 ,4408 ,3113 ,2087 ,791 ,199 ,36 
서울특별시, 마포구,,계,365392 ,12165 ,13517 ,13759 ,15098 ,25345 ,35313 ,31845 ,32514 ,28961 ,31587 ,27642 ,24955 ,22042 ,15391 ,12716 ,10766 ,11781 ,7062 ,4719 ,3318 ,1125 ,235 ,42 
서울특별시, 마포구,,남자,172413 ,6280 ,6758 ,7001 ,7612 ,11339 ,16218 ,14644 ,15852 ,13949 ,15475 ,13580 ,12160 ,10308 ,6983 ,5346 ,4579 ,4332 ,2814 ,1518 ,1132 ,316 ,64 ,7 
서울특별시, 마포구,,여자,192979 ,5885 ,6759 ,6758 ,7487 ,14007 ,19095 ,17201 ,16662 ,15012 ,16112 ,14062 ,12795 ,11735 ,8408 ,7370 ,6187 ,7449 ,4248 ,3202 ,2187 ,810 ,171 ,35 
서울특별시, 양천구,,계,450971 ,12535 ,19785 ,24549 ,27028 ,29495 ,30526 ,26408 ,31828 ,35689 ,43226 ,39755 ,35972 ,32178 ,22822 ,16254 ,11087 ,11837 ,6875 ,4963 ,3416 ,1229 ,282 ,36 
서울특별시, 양천구,,남자,221368 ,6459 ,10177 ,12786 ,14110 ,15345 ,15347 ,13136 ,15500 ,16815 ,20928 ,19769 ,17800 ,15382 ,11054 ,7821 ,5009 ,3933 ,2577 ,1356 ,981 ,311 ,57 ,8 
서울특별시, 양천구,,여자,229603 ,6076 ,9608 ,11763 ,12918 ,14150 ,15180 ,13272 ,16328 ,18874 ,22298 ,19986 ,18173 ,16796 ,11768 ,8433 ,6079 ,7904 ,4298 ,3607 ,2435 ,919 ,225 ,28 
서울특별시, 강서구,,계,579138 ,19060 ,22674 ,21347 ,24564 ,34599 ,52157 ,49505 ,50802 ,44750 ,46066 ,42346 ,43687 ,43128 ,30562 ,22459 ,15115 ,16321 ,9363 ,6958 ,4676 ,1830 ,404 ,49 
서울특별시, 강서구,,남자,279976 ,9792 ,11541 ,10963 ,12501 ,16469 ,24072 ,24716 ,26139 ,22461 ,23057 ,20462 ,20504 ,20039 ,14222 ,10743 ,6850 ,5447 ,3520 ,1927 ,1413 ,404 ,97 ,13 
서울특별시, 강서구,,여자,299163 ,9268 ,11133 ,10384 ,12063 ,18130 ,28085 ,24790 ,24663 ,22289 ,23009 ,21884 ,23183 ,23090 ,16340 ,11716 ,8265 ,10874 ,5843 ,5032 ,3263 ,1426 ,307 ,37 
서울특별시, 구로구,,계,400915 ,13629 ,15694 ,14638 ,16138 ,23652 ,31640 ,30310 ,33112 ,30635 ,32340 ,31060 ,31481 ,30783 ,23043 ,17936 ,12725 ,12103 ,7526 ,4577 ,3230 ,1075 ,246 ,26 
서울특별시, 구로구,,남자,197916 ,7018 ,7950 ,7491 ,8402 ,11594 ,15580 ,15241 ,17063 ,15741 ,16563 ,15337 ,15395 ,14569 ,10795 ,8669 ,5929 ,4583 ,3178 ,1405 ,1089 ,254 ,58 ,4 
서울특별시, 구로구,,여자,202999 ,6611 ,7745 ,7147 ,7736 ,12058 ,16060 ,15069 ,16049 ,14894 ,15777 ,15723 ,16086 ,16214 ,12248 ,9268 ,6796 ,7520 ,4348 ,3172 ,2141 ,822 ,188 ,22 
서울특별시, 금천구,,계,228342 ,6195 ,6927 ,6742 ,8431 ,14499 ,21988 ,18120 ,17093 ,15132 ,17705 ,19348 ,20449 ,18590 ,13045 ,9964 ,7354 ,6765 ,4158 ,2607 ,1849 ,598 ,138 ,23 
서울특별시, 금천구,,남자,115594 ,3192 ,3528 ,3423 ,4270 ,7119 ,11460 ,10065 ,9409 ,8044 ,9096 ,9633 ,10241 ,9230 ,6268 ,4720 ,3372 ,2531 ,1735 ,796 ,626 ,128 ,38 ,5 
서울특별시, 금천구,,여자,112748 ,3004 ,3399 ,3320 ,4161 ,7381 ,10528 ,8056 ,7684 ,7088 ,8609 ,9716 ,10209 ,9360 ,6777 ,5244 ,3982 ,4234 ,2424 ,1811 ,1223 ,470 ,100 ,19 
서울특별시, 영등포구,,계,366258 ,12830 ,12782 ,11277 ,13175 ,21672 ,35862 ,34427 ,32554 ,26837 ,28001 ,27414 ,27448 ,25687 ,18601 ,14713 ,11148 ,11836 ,7188 ,4648 ,3297 ,1063 ,259 ,29 
서울특별시, 영등포구,,남자,181332 ,6534 ,6491 ,5898 ,6921 ,10165 ,17021 ,17487 ,16998 ,13782 ,14376 ,13825 ,13857 ,12569 ,8932 ,6949 ,4999 ,4533 ,3043 ,1490 ,1144 ,281 ,62 ,4 
서울특별시, 영등포구,,여자,184926 ,6297 ,6291 ,5380 ,6254 ,11507 ,18841 ,16940 ,15556 ,13055 ,13626 ,13589 ,13591 ,13119 ,9669 ,7764 ,6149 ,7303 ,4145 ,3158 ,2154 ,782 ,197 ,26 
서울특별시, 동작구,,계,387859 ,11700 ,13855 ,13157 ,15381 ,27761 ,38372 ,31713 ,30939 ,28504 ,30270 ,28908 ,28633 ,27164 ,20038 ,16375 ,12343 ,12750 ,7676 ,5074 ,3490 ,1251 ,292 ,42 
서울특별시, 동작구,,남자,187886 ,5951 ,7078 ,6791 ,7869 ,13070 ,19039 ,16047 ,15641 ,14312 ,15153 ,13909 ,13596 ,12600 ,9144 ,7210 ,5706 ,4774 ,3175 ,1599 ,1192 ,327 ,69 ,12 
서울특별시, 동작구,,여자,199973 ,5750 ,6777 ,6366 ,7513 ,14691 ,19333 ,15666 ,15298 ,14192 ,15117 ,15000 ,15037 ,14565 ,10894 ,9165 ,6637 ,7976 ,4501 ,3476 ,2298 ,925 ,223 ,30 
서울특별시, 관악구,,계,489799 ,10833 ,12873 ,12958 ,16558 ,39275 ,68411 ,48260 ,38692 ,32750 ,35438 ,33594 ,33477 ,32261 ,24837 ,20392 ,15530 ,13663 ,8699 ,4964 ,3479 ,1188 ,253 ,45 
서울특별시, 관악구,,남자,245687 ,5592 ,6605 ,6680 ,8476 ,17388 ,35201 ,26688 ,21126 ,17539 ,18794 ,16879 ,16371 ,15092 ,11444 ,9341 ,7175 ,5301 ,3758 ,1543 ,1220 ,272 ,46 ,6 
서울특별시, 관악구,,여자,244112 ,5241 ,6268 ,6278 ,8083 ,21887 ,33210 ,21572 ,17567 ,15212 ,16645 ,16715 ,17106 ,17170 ,13393 ,11051 ,8356 ,8362 ,4941 ,3421 ,2259 ,916 ,207 ,39 
서울특별시, 서초구,,계,419614 ,13903 ,20972 ,22642 ,22785 ,25155 ,30068 ,29876 ,34207 ,36313 ,40043 ,33256 ,28018 ,26176 ,19406 ,15556 ,10482 ,10760 ,6104 ,4656 ,3015 ,1292 ,311 ,39 
서울특별시, 서초구,,남자,200823 ,7186 ,10850 ,11525 ,11639 ,12332 ,14242 ,13796 ,15663 ,16620 ,19302 ,16593 ,13472 ,12108 ,8914 ,7190 ,5112 ,4283 ,2785 ,1498 ,1079 ,342 ,71 ,7 
서울특별시, 서초구,,여자,218791 ,6717 ,10122 ,11118 ,11146 ,12824 ,15826 ,16081 ,18544 ,19693 ,20741 ,16663 ,14547 ,14068 ,10492 ,8366 ,5370 ,6478 ,3320 ,3158 ,1936 ,950 ,240 ,32 
서울특별시, 강남구,,계,530126 ,14474 ,23152 ,28455 ,30922 ,33299 ,40651 ,39138 ,42965 ,45597 ,51534 ,42991 ,34960 ,31983 ,24547 ,19537 ,12852 ,13072 ,7317 ,5755 ,3693 ,1597 ,403 ,64 
서울특별시, 강남구,,남자,253755 ,7447 ,12034 ,14827 ,16193 ,16262 ,19181 ,18133 ,19461 ,20609 ,24550 ,21671 ,17131 ,14726 ,11130 ,9125 ,6288 ,4991 ,3272 ,1720 ,1251 ,372 ,88 ,9 
서울특별시, 강남구,,여자,276372 ,7028 ,11118 ,13629 ,14729 ,17037 ,21470 ,21005 ,23504 ,24988 ,26984 ,21321 ,17829 ,17257 ,13417 ,10413 ,6565 ,8081 ,4046 ,4036 ,2442 ,1225 ,315 ,55 
서울특별시, 송파구,,계,662838 ,23247 ,28881 ,28806 ,31360 ,40726 ,53698 ,53718 ,57775 ,52945 ,55290 ,51855 ,49669 ,47012 ,33620 ,23486 ,15072 ,15684 ,8795 ,6889 ,4591 ,1820 ,416 ,63 
서울특별시, 송파구,,남자,320336 ,12113 ,14814 ,14698 ,16129 ,19886 ,25320 ,25716 ,27815 ,25510 ,26682 ,25236 ,23773 ,22031 ,16184 ,11551 ,7266 ,5616 ,3675 ,1942 ,1429 ,427 ,75 ,12 
서울특별시, 송파구,,여자,342502 ,11134 ,14067 ,14108 ,15231 ,20840 ,28378 ,28002 ,29961 ,27436 ,28608 ,26619 ,25896 ,24981 ,17436 ,11936 ,7806 ,10068 ,5121 ,4948 ,3163 ,1393 ,341 ,52 
서울특별시, 강동구,,계,441733 ,14938 ,18479 ,18452 ,20137 ,26340 ,33537 ,32304 ,36880 ,34612 ,36166 ,34763 ,35419 ,34685 ,24557 ,17543 ,11417 ,11508 ,6565 ,4943 ,3246 ,1343 ,303 ,52 
서울특별시, 강동구,,남자,217560 ,7662 ,9664 ,9768 ,10542 ,13342 ,16491 ,16187 ,18423 ,17284 ,18105 ,17073 ,16967 ,16352 ,11770 ,8555 ,5441 ,3939 ,2648 ,1291 ,952 ,275 ,57 ,8 
서울특별시, 강동구,,여자,224173 ,7276 ,8815 ,8684 ,9595 ,12998 ,17046 ,16117 ,18458 ,17328 ,18061 ,17691 ,18452 ,18333 ,12788 ,8988 ,5977 ,7569 ,3917 ,3652 ,2295 ,1068 ,246 ,44 
부산광역시,소계,,계,3366577 ,102647 ,135076 ,129344 ,147761 ,208465 ,223383 ,189995 ,233653 ,238451 ,269519 ,277197 ,290386 ,292980 ,219294 ,162690 ,122329 ,123412 ,75805 ,47607 ,33937 ,11162 ,2208 ,300 
부산광역시,소계,,남자,1650573 ,52604 ,69385 ,66612 ,76811 ,108156 ,117571 ,97727 ,118669 ,120898 ,134542 ,135125 ,139395 ,139233 ,103826 ,75052 ,53317 ,41655 ,28804 ,12851 ,10061 ,2367 ,380 ,44 
부산광역시,소계,,여자,1716004 ,50043 ,65691 ,62733 ,70950 ,100309 ,105812 ,92268 ,114985 ,117554 ,134977 ,142073 ,150991 ,153747 ,115468 ,87638 ,69012 ,81758 ,47001 ,34757 ,23877 ,8796 ,1828 ,257 
부산광역시, 중구,,계,40446 ,584 ,823 ,878 ,1253 ,2455 ,3089 ,2197 ,2270 ,2324 ,3048 ,3336 ,3626 ,4137 ,3361 ,2679 ,2168 ,2222 ,1337 ,885 ,586 ,243 ,50 ,8 
부산광역시, 중구,,남자,19836 ,318 ,419 ,438 ,640 ,1179 ,1592 ,1194 ,1232 ,1275 ,1655 ,1710 ,1770 ,1964 ,1591 ,1173 ,936 ,754 ,506 ,248 ,183 ,53 ,11 ,2 
부산광역시, 중구,,여자,20610 ,266 ,405 ,440 ,613 ,1276 ,1497 ,1003 ,1038 ,1049 ,1394 ,1627 ,1857 ,2173 ,1771 ,1506 ,1232 ,1469 ,832 ,637 ,403 ,190 ,39 ,6 
부산광역시, 서구,,계,105948 ,2386 ,3297 ,3306 ,4070 ,6682 ,6808 ,5121 ,6145 ,6430 ,7960 ,8356 ,9390 ,10086 ,8208 ,6604 ,5368 ,5735 ,3530 ,2205 ,1545 ,520 ,126 ,15 
부산광역시, 서구,,남자,51485 ,1233 ,1723 ,1681 ,2066 ,3238 ,3467 ,2680 ,3127 ,3341 ,4149 ,4350 ,4683 ,4761 ,3804 ,2996 ,2237 ,1953 ,1342 ,612 ,474 ,105 ,30 ,3 
부산광역시, 서구,,여자,54464 ,1153 ,1575 ,1626 ,2004 ,3444 ,3341 ,2441 ,3018 ,3089 ,3812 ,4007 ,4707 ,5325 ,4404 ,3608 ,3132 ,3782 ,2189 ,1594 ,1072 ,415 ,96 ,12 
부산광역시, 동구,,계,86801 ,1897 ,2223 ,2218 ,3005 ,4630 ,5738 ,4895 ,5290 ,5251 ,6511 ,6941 ,7512 ,8508 ,6908 ,5645 ,4760 ,4872 ,3051 ,1821 ,1313 ,437 ,63 ,9 
부산광역시, 동구,,남자,42646 ,1019 ,1144 ,1125 ,1574 ,2352 ,2934 ,2614 ,2854 ,2866 ,3477 ,3597 ,3742 ,4085 ,3213 ,2496 ,1943 ,1616 ,1108 ,509 ,383 ,107 ,16 ,3 
부산광역시, 동구,,여자,44156 ,879 ,1079 ,1093 ,1431 ,2278 ,2805 ,2281 ,2437 ,2386 ,3034 ,3344 ,3770 ,4424 ,3695 ,3149 ,2818 ,3256 ,1944 ,1312 ,930 ,330 ,47 ,6 
부산광역시, 영도구,,계,113043 ,2226 ,3204 ,3395 ,4292 ,6149 ,6024 ,4823 ,6107 ,6745 ,8509 ,9233 ,10434 ,11818 ,9615 ,7886 ,6359 ,6229 ,3937 ,2292 ,1628 ,539 ,105 ,21 
부산광역시, 영도구,,남자,55798 ,1100 ,1638 ,1746 ,2245 ,3294 ,3361 ,2674 ,3216 ,3541 ,4491 ,4810 ,5186 ,5714 ,4541 ,3539 ,2639 ,2066 ,1461 ,605 ,489 ,94 ,19 ,3 
부산광역시, 영도구,,여자,57245 ,1127 ,1566 ,1649 ,2047 ,2855 ,2663 ,2149 ,2891 ,3204 ,4018 ,4424 ,5248 ,6104 ,5074 ,4347 ,3720 ,4164 ,2476 ,1688 ,1139 ,445 ,86 ,18 
부산광역시, 부산진구,,계,354108 ,9761 ,12061 ,11623 ,13928 ,23386 ,28389 ,22888 ,24698 ,23871 ,27312 ,28065 ,30059 ,30746 ,23028 ,17286 ,13530 ,13481 ,8465 ,5016 ,3688 ,1104 ,197 ,27 
부산광역시, 부산진구,,남자,171332 ,5003 ,6072 ,5856 ,7198 ,11470 ,14114 ,11564 ,12669 ,12128 ,13702 ,13623 ,14357 ,14473 ,10912 ,7833 ,5759 ,4603 ,3158 ,1445 ,1172 ,233 ,38 ,3 
부산광역시, 부산진구,,여자,182776 ,4758 ,5989 ,5767 ,6730 ,11916 ,14276 ,11324 ,12030 ,11743 ,13610 ,14443 ,15703 ,16273 ,12117 ,9453 ,7771 ,8878 ,5307 ,3571 ,2516 ,872 ,159 ,24 
부산광역시, 동래구,,계,268387 ,8211 ,11588 ,11972 ,13221 ,16263 ,16705 ,14741 ,18584 ,19981 ,22700 ,22193 ,22171 ,22481 ,17231 ,12483 ,9074 ,8790 ,5375 ,3415 ,2432 ,811 ,150 ,23 
부산광역시, 동래구,,남자,130808 ,4187 ,6046 ,6270 ,6920 ,8558 ,8735 ,7533 ,9191 ,9657 ,11118 ,10688 ,10306 ,10486 ,8025 ,5879 ,4097 ,3115 ,2182 ,933 ,725 ,182 ,25 ,2 
부산광역시, 동래구,,여자,137579 ,4024 ,5542 ,5703 ,6301 ,7706 ,7970 ,7208 ,9393 ,10324 ,11582 ,11506 ,11866 ,11996 ,9206 ,6604 ,4977 ,5675 ,3194 ,2482 ,1707 ,629 ,125 ,21 
부산광역시, 남구,,계,268383 ,7660 ,11147 ,11073 ,12544 ,18245 ,17075 ,13633 ,17673 ,19518 ,22560 ,21649 ,21276 ,22367 ,17552 ,13706 ,10670 ,10038 ,6307 ,3731 ,2694 ,867 ,147 ,24 
부산광역시, 남구,,남자,131538 ,3913 ,5673 ,5705 ,6520 ,9439 ,9296 ,7066 ,8939 ,9727 ,11408 ,10699 ,10146 ,10308 ,8128 ,6232 ,4723 ,3619 ,2548 ,1071 ,863 ,178 ,26 ,5 
부산광역시, 남구,,여자,136846 ,3747 ,5474 ,5368 ,6025 ,8806 ,7779 ,6567 ,8734 ,9791 ,11153 ,10951 ,11131 ,12059 ,9424 ,7475 ,5947 ,6419 ,3759 ,2660 ,1831 ,689 ,121 ,20 
